OBJECTID	LONGITUDE	LATITUDE	FACNAME	ADDRESS_1	ADDRESS_2	CITY	STATE	ZIP	AREACODE	PHONE	FIPS	COUNTY	TYPE	METHOD
357283936	-85.5019952	48.9736958	East End School										AMENITY	OSM
357360583	-85.4982457	48.9732327	Mount Zion Church (historical)										AMENITY	OSM
841985166	-85.4839388	48.9781241	Zeke's										AMENITY	OSM
769975715	-85.4837462	48.9775429	Taco Bell										AMENITY	OSM
443886754	-85.4835409	48.9758191	Wendy's										AMENITY	OSM
357281995	-86.18415189999999	48.951015999999996	Council Bluff School										AMENITY	OSM
357365469	-86.04283609999999	48.9469683	Plainfield Emementary School										AMENITY	OSM
357366751	-85.990325	48.954417199999995	Dickinson College										AMENITY	OSM
367964132	-85.93648230000001	48.954128	Waidner-Spahr Library										AMENITY	OSM
357294387	-85.9364619	48.9473742	Lamberton High School										AMENITY	OSM
357348978	-85.93553419999999	48.9498031	Dickinson Law School										AMENITY	OSM
367961301	-85.93400849999999	48.9525086	Emil R Weiss Center for the Arts										AMENITY	OSM
943126613	-85.92852570000001	48.9526414	Issei Noodle										AMENITY	OSM
942700432	-85.9265676	48.9515847	Courthouse Common										AMENITY	OSM
357365434	-85.9234743	48.9469696	Letort Elementary School										AMENITY	OSM
357275724	-85.91326980000001	48.9481841	Ashland Cemetery										AMENITY	OSM
879458645	-85.889269	48.946972099999996	Starbucks										AMENITY	OSM
879463419	-85.8888451	48.947808099999996	Subway										AMENITY	OSM
357369213	-85.7243308	48.9534497	Kohlertown School										AMENITY	OSM
357306427	-85.6627941	48.9538551	Rossmoyne School										AMENITY	OSM
357285401	-85.58827	48.9498071	Fairview School										AMENITY	OSM
357360602	-85.56445939999999	48.9473784	Fairview Church										AMENITY	OSM
355298521	-85.4619661	48.9545958	Turkey Hill										AMENITY	OSM
769445094	-85.4614716	48.9534072	Pizza Hut										AMENITY	OSM
486769124	-85.4602773	48.9528667	McDonald's										AMENITY	OSM
769975692	-85.4445871	48.9498256	CVS										AMENITY	OSM
1908355112	-85.4261608	48.95010980000001	Campus Police										AMENITY	OSM
357369993	-85.421774	48.949950300000005	First Church of God										AMENITY	OSM
769445090	-85.4211958	48.9472091	Hardee's										AMENITY	OSM
357310506	-85.4179799	48.9520465	Saint Peters Church										AMENITY	OSM
769975703	-85.41656970000001	48.950553	Guido McNeals										AMENITY	OSM
793772793	-85.41619050000001	48.949860300000005	7/11										AMENITY	OSM
357370008	-85.4160677	48.947994800000004	Middletown Presbyterian Congregation										AMENITY	OSM
769975706	-85.4150723	48.951242400000005	Lampost Inn										AMENITY	OSM
367961729	-85.4144835	48.9489988	Union Hose Company Number One										AMENITY	OSM
769975687	-85.41356	48.951156100000006	Turkey Hill										AMENITY	OSM
357370014	-85.41305210000002	48.950258	Evangelical United Methodist Church										AMENITY	OSM
769975682	-85.41304039999999	48.951508499999996	Daily's Gulf										AMENITY	OSM
770146193	-85.41126960000001	48.9517722	J & J's Pizza										AMENITY	OSM
357370021	-85.41005849999999	48.9491292	Seven Sorrows of the Blessed Virgin Mary Catholic Church										AMENITY	OSM
1911652799	-85.40979390000001	48.952880099999994	Members First Credit Union										AMENITY	OSM
769975678	-85.40975279999999	48.9517722	Rite Aid										AMENITY	OSM
357370025	-85.4089507	48.9491412	Seven Sorrows of the Blessed Virgin Mary School										AMENITY	OSM
357309531	-85.4089176	48.9494038	Saint Marys School										AMENITY	OSM
769975708	-85.407246	48.9515716	Giant										AMENITY	OSM
357281699	-85.2870835	48.9502147	Conewago Church Number 2										AMENITY	OSM
367797352	-86.17705609999999	48.9597963	Lineboro Volunteer Fire Department Station 7										AMENITY	OSM
357315207	-86.1436435	48.95870849999999	Stouts School										AMENITY	OSM
357283278	-86.11457630000001	48.9595183	Diller Church										AMENITY	OSM
357276372	-86.00851220000001	48.9627579	Bears School										AMENITY	OSM
357334120	-85.97047710000001	48.9607338	Westminister School (historical)										AMENITY	OSM
357320092	-85.9655294	48.95709	Westminister Cemetery										AMENITY	OSM
357365451	-85.94666640000001	48.9627586	Carlisle Area Senior High School										AMENITY	OSM
367966360	-85.94421279999999	48.955342599999994	Central Pennsylvania Youth Ballet										AMENITY	OSM
357365448	-85.94202789999999	48.961544100000005	David L Swartz Intermediate School										AMENITY	OSM
2288644598	-85.9418026	48.955799400000004	Dickinson College Children's Center										AMENITY	OSM
357370665	-85.94019289999999	48.955342599999994	Health and Counseling Services Building										AMENITY	OSM
367966350	-85.93648230000001	48.9549378	Anita Tuvin Schlechter Auditorium										AMENITY	OSM
357314846	-85.9349157	48.961949000000004	Stephens School										AMENITY	OSM
775347621	-85.9249426	48.9596578	Sunoco										AMENITY	OSM
367796975	-85.8257812	48.958581699999996	Maryland Line Volunteer Fire Protective Association Station 45										AMENITY	OSM
357362168	-85.7351537	48.957903099999996	Mechanicsburg Area High School										AMENITY	OSM
26400641	-85.7347574	48.9580116	Mechanicsburg Sr. High School										AMENITY	OSM
357362180	-85.7342261	48.9615469	Broad Street Elementary School										AMENITY	OSM
26480598	-85.71858470000001	48.9601562	Elmwood Elementary										AMENITY	OSM
357362165	-85.71845529999999	48.9603325	Mechanicsburg Area Intermediate School										AMENITY	OSM
357298263	-85.68042009999999	48.9550696	Mohlers Church										AMENITY	OSM
357312733	-85.6488789	48.9587136	Slate Hill Church										AMENITY	OSM
769975723	-85.4804391	48.9613469	Subway										AMENITY	OSM
769975721	-85.47994820000001	48.9621257	Champions										AMENITY	OSM
357360593	-85.46418460000001	48.9568775	East End School										AMENITY	OSM
956633931	-85.42870810000001	48.955356900000005	Penn State Harrisburg										AMENITY	OSM
357349374	-85.3402701	48.9607404	Black Oak High School										AMENITY	OSM
357284119	-86.391026	49.2076097	East Waterford Cemetery										AMENITY	OSM
357284698	-86.1720942	49.212483399999996	Emory Green School										AMENITY	OSM
357366517	-85.37984970000001	49.2169576	Manada Furnace Church										AMENITY	OSM
357312357	-85.284299	49.2165531	Sherks Church										AMENITY	OSM
357331864	-85.25863310000001	49.2124942	Hershey School										AMENITY	OSM
357314659	-86.1983764	48.9902933	State Road School										AMENITY	OSM
357287315	-86.1557034	48.9947486	Gillespie School										AMENITY	OSM
357302919	-86.0487114	48.989079100000005	Opossum Hill School										AMENITY	OSM
357302923	-86.0462376	48.9906989	Opossum Hill Union Church										AMENITY	OSM
357300825	-86.01345970000001	48.9939392	Mount Zion School										AMENITY	OSM
357318121	-85.96089099999999	48.993129800000006	Union Hall School										AMENITY	OSM
357365431	-85.9321326	48.98827	Crestview Elementary School										AMENITY	OSM
357317115	-85.9317428	48.988537300000004	Triumphant Church of God										AMENITY	OSM
357360713	-85.74566730000001	48.9898925	Mummas School										AMENITY	OSM
35314106	-85.64753630000001	48.9896239	Buffett										AMENITY	OSM
357364695	-85.6154743	48.9929623	Rolling Green Memorial Gardens										AMENITY	OSM
357290639	-85.6022148	48.994096799999994	Highland School										AMENITY	OSM
357279987	-85.6006765	48.993380300000005	Cedar Cliff High School										AMENITY	OSM
357290854	-85.5749732	48.9898938	Hillside School										AMENITY	OSM
357360573	-85.5721902	48.992729000000004	Seventh Street School										AMENITY	OSM
357310181	-85.5700322	48.9923314	Saint Pauls Church										AMENITY	OSM
357360578	-85.5681702	48.992729000000004	Fifth Street School										AMENITY	OSM
357316894	-85.5669386	48.991111100000005	Trinity Church										AMENITY	OSM
429580931	-85.56566039999998	48.98998519999999	West Shore Theater										AMENITY	OSM
198339733	-85.5650456	48.989521399999994	Coakley's										AMENITY	OSM
357276264	-85.5647696	48.988282999999996	Baughman Church										AMENITY	OSM
357310513	-85.529826	48.9943492	Saint Peters Church										AMENITY	OSM
357309440	-85.52364130000001	48.9874643	Saint Marys Church										AMENITY	OSM
769975738	-85.488699	48.988243499999996	Angie's Bar										AMENITY	OSM
357365811	-85.46956660000001	48.9879861	John C Kunkel Elementary School										AMENITY	OSM
770354185	-85.4523243	48.9915691	Lower Swatara Fire Department										AMENITY	OSM
928650982	-85.44811460000001	48.9919784	Dairy Queen										AMENITY	OSM
770354183	-85.4479415	48.992184400000006	Souder's										AMENITY	OSM
357369988	-85.4227906	48.99332690000001	Glad Tidings of God Church										AMENITY	OSM
357315303	-85.40739939999999	48.9918426	Stricklers Menonite Church										AMENITY	OSM
357312404	-85.3569685	48.994350999999995	Shopes United Methodist Church										AMENITY	OSM
357360567	-85.31089419999999	48.995566399999994	Fuhrmans School										AMENITY	OSM
357300961	-85.2468848	48.991112300000005	Moyer Cemetery										AMENITY	OSM
357360496	-86.32794210000002	48.9364418	Chestnut Grove School										AMENITY	OSM
357300491	-86.32515910000001	48.9364418	Mount Tabor Church										AMENITY	OSM
357360492	-86.2960917	48.934418099999995	Westfield School										AMENITY	OSM
357332578	-86.1142671	48.9352288	Crossroads School (historical)										AMENITY	OSM
357295210	-85.77133359999999	48.9384709	Lines School										AMENITY	OSM
357280837	-85.7175278	48.934019000000006	Chestnut Hill Cemetery										AMENITY	OSM
357360614	-85.6457865	48.9364482	Oakgrove Church (historical)										AMENITY	OSM
357349381	-85.59507300000001	48.937258	Roof Memorial Park										AMENITY	OSM
367965927	-85.59411300000001	48.9357652	Fairview Township Police Department										AMENITY	OSM
357370080	-85.42134619999999	48.936515199999995	First Zion Baptist Church										AMENITY	OSM
357306017	-85.41974029999999	48.9336164	Riverside Church										AMENITY	OSM
367961742	-85.41971960000001	48.9340925	Rescue Hose Company Number Three										AMENITY	OSM
357302157	-85.41231880000001	48.9348308	Northumberland School (historical)										AMENITY	OSM
367966134	-85.41170029999999	48.9348308	Royalton Municipal Building										AMENITY	OSM
357284617	-85.40985189999999	48.9315945	Royalton United Methodist Church										AMENITY	OSM
367961740	-85.3717025	48.9365262	Londonderry Fire Company Number 1										AMENITY	OSM
60652930	-85.36776710000001	48.9376608	Valero										AMENITY	OSM
357315746	-85.3656492	48.937505300000005	Swatara Hill Church										AMENITY	OSM
357370302	-85.36093550000001	48.933337300000005	Kingdom Hall of Jehovahs Witnesses										AMENITY	OSM
357349371	-85.3578798	48.9381513	Londonderry Elementary School										AMENITY	OSM
357360977	-85.3009983	48.932808200000004	Hertzlers School										AMENITY	OSM
357366376	-85.9710966	49.1755547	Union School										AMENITY	OSM
357299441	-85.9064677	49.1796131	Mount Gilead Church										AMENITY	OSM
257492818	-85.7015082	49.177655	Sheetz										AMENITY	OSM
357331884	-85.50261359999999	49.1804287	Mount Lou-San Bible School										AMENITY	OSM
367962109	-85.44772789999999	49.1760638	West Hanover Township of Volunteer Fire Company 36 Station 1										AMENITY	OSM
120696955	-86.1765229	49.0477274	PATC WagonWheel Shelter										AMENITY	OSM
1966012618	-85.5937944	49.0482629	Midtown Tavern										AMENITY	OSM
1376403640	-85.5915001	49.0494517	Stage On Herr										AMENITY	OSM
1966154854	-85.5911115	49.0494571	The Soup Spot										AMENITY	OSM
1966014230	-85.5908443	49.049021399999994	Cafe Di Luna										AMENITY	OSM
1966155841	-85.5908008	49.048847800000004	Keystone Diner										AMENITY	OSM
1966156480	-85.5907413	49.0493914	Good Taste										AMENITY	OSM
1966013734	-85.59038460000001	49.048701900000005	Mercado's										AMENITY	OSM
1966013674	-85.59006810000001	49.047435899999996	Subway										AMENITY	OSM
1966013675	-85.5896262	49.0477434	Exxon										AMENITY	OSM
1966166585	-85.5893738	49.04617269999999	St. Moritz										AMENITY	OSM
1358119950	-85.58934140000001	49.0460937	Stallions Club										AMENITY	OSM
1966140263	-85.5892902	49.045954699999996	704 Lounge										AMENITY	OSM
282030829	-85.5885465	49.0482554	Sturges Speakeasy										AMENITY	OSM
1966136138	-85.5880092	49.048492599999996	Brownstone Lounge										AMENITY	OSM
825989834	-85.5772432	49.0466649	Appalachian Brewing										AMENITY	OSM
357284339	-85.5619858	49.047420599999995	Edison Junior High School										AMENITY	OSM
357296549	-85.544669	49.049447	Marshall School										AMENITY	OSM
357276873	-85.5259117	49.04684099999999	Bethel Cemetery										AMENITY	OSM
2287607246	-85.3823632	49.046628399999996	Gas Station										AMENITY	OSM
2287607245	-85.3807807	49.0459954	Subway										AMENITY	OSM
529752416	-85.38026550000001	49.046011299999996	Soda Jerk										AMENITY	OSM
529752428	-85.3719288	49.0485873	Isaac's										AMENITY	OSM
529752425	-85.37132720000001	49.0492038	Papa John's Pizza										AMENITY	OSM
529752421	-85.3705962	49.04926940000001	McDonald's										AMENITY	OSM
529752424	-85.3705006	49.047960499999995	Cocoa Grill										AMENITY	OSM
529752422	-85.37026	49.0485827	KFC										AMENITY	OSM
357296784	-86.00943980000001	48.923491500000004	McAllister School and Church										AMENITY	OSM
255000123	-85.8401444	48.926310099999995	Appalachian Trail Parking										AMENITY	OSM
357360691	-85.8384364	48.925922199999995	Salem Church (historical)										AMENITY	OSM
357302360	-85.7487599	48.9255188	Oak Grove School										AMENITY	OSM
357360722	-85.7481416	48.9255188	Oak Grove School (historical)										AMENITY	OSM
357362162	-85.7091787	48.923495599999995	Upper Allen Elementary School										AMENITY	OSM
2412272847	-85.7022951	48.923752900000004	Rite Aid										AMENITY	OSM
357285084	-85.60984400000001	48.929776600000004	Fairview Bethel Cemetery										AMENITY	OSM
367966059	-85.3780759	48.9236702	Londonderry Township Municipal Building										AMENITY	OSM
120685025	-86.1911951	49.0584693	Hiker Parking										AMENITY	OSM
357309565	-85.8981175	49.0559275	Saint Mathews Church										AMENITY	OSM
357304414	-85.7846302	49.057145	Pleasant Grove School										AMENITY	OSM
357319731	-85.63248970000001	49.05512	West Creek Hills School										AMENITY	OSM
1966130183	-85.6013768	49.0595282	Char's Tracy Mansion										AMENITY	OSM
1573449365	-85.59926589999999	49.06090639999999	Little Amps										AMENITY	OSM
357366181	-85.5987839	49.0607942	Cameron School										AMENITY	OSM
1965945698	-85.5950153	49.0545508	Midtown Cinema										AMENITY	OSM
1966014962	-85.59483189999999	49.054173399999996	Cribari's Restaurant										AMENITY	OSM
920490468	-85.5940409	49.0546692	Brother's Pizza										AMENITY	OSM
1966014970	-85.5937735	49.05479	Fulton Bank										AMENITY	OSM
853994074	-85.59372800000001	49.0552576	Vietnamese Garden										AMENITY	OSM
1966158692	-85.5936495	49.055303200000004	Crawdaddy's										AMENITY	OSM
539063940	-85.5923476	49.0572828	Harrisburg Area Community College										AMENITY	OSM
357358446	-85.5910533	49.0616047	Hamilton Elementary School										AMENITY	OSM
1966163944	-85.5805715	49.0556496	Subway Cafe										AMENITY	OSM
1975853491	-85.57994740000001	49.0563151	U-Haul										AMENITY	OSM
357358207	-85.578788	49.0594288	Downey Early Childhood School										AMENITY	OSM
357289623	-85.5740457	49.0567415	Harrisburg Cemetery										AMENITY	OSM
357320923	-85.56786109999999	49.0611995	Woodward School										AMENITY	OSM
357305188	-85.54267320000001	49.0562221	Prospect Hill Cemetery										AMENITY	OSM
2138385373	-85.5200727	49.0614705	Chuckie Cheeze										AMENITY	OSM
764756268	-85.3553728	49.057686399999994	Friendly's										AMENITY	OSM
357276054	-85.3220262	49.059580999999994	Balsbaugh Church										AMENITY	OSM
367796860	-86.3316665	48.9209349	Vigilant Hose Company Number 6										AMENITY	OSM
357332582	-86.1340575	48.9230862	Prospect Cemetery										AMENITY	OSM
357275952	-85.8099873	48.9190422	Bakers Church Cemetery										AMENITY	OSM
357286968	-85.7298971	48.9214718	Garrett Grove School										AMENITY	OSM
357362158	-85.70825099999999	48.922281500000004	Shepherdstown Elementary School										AMENITY	OSM
357360609	-85.57559140000001	48.9190447	Cedar Grove School										AMENITY	OSM
357282366	-85.5489978	48.9202591	Crossroads School (historical)										AMENITY	OSM
357349378	-85.54652390000001	48.9170213	Redland High School										AMENITY	OSM
357285907	-85.5357008	48.918235599999996	Fishing Creek School										AMENITY	OSM
357305954	-85.206685	48.919048200000006	Rissers Church										AMENITY	OSM
357283506	-86.20085019999999	49.012165700000004	Doubling Gap Church										AMENITY	OSM
357304372	-85.9683124	49.0085213	Plainfield Church of God										AMENITY	OSM
357361834	-85.7880317	49.0113592	Silver Spring Elementary School										AMENITY	OSM
357361838	-85.77689939999999	49.008928899999994	Cumberland Valley High School										AMENITY	OSM
357361842	-85.77689939999999	49.008928899999994	Middle School West										AMENITY	OSM
357319040	-85.7237119	49.008119400000005	War of 1812 Memorial Cemetery										AMENITY	OSM
1855162354	-85.70390029999999	49.0124259	Hooters										AMENITY	OSM
26496497	-85.70155460000001	49.010041799999996	McDonald's										AMENITY	OSM
420703576	-85.6995386	49.0091819	Sunoco										AMENITY	OSM
420703250	-85.6986117	49.0086469	Evergreen Buffet										AMENITY	OSM
419325757	-85.69800099999999	49.0098687	Denny's										AMENITY	OSM
2272896162	-85.67386869999999	49.00471099999999	Sapporo East										AMENITY	OSM
266247371	-85.66459880000001	49.0055012	Hess										AMENITY	OSM
266247419	-85.6623152	49.0058356	Sierra Madre										AMENITY	OSM
357366671	-85.65630019999999	49.0060946	Saint Timothy Church										AMENITY	OSM
266247173	-85.65596140000001	49.006714800000005	Appalachian Brewing										AMENITY	OSM
357287687	-85.6476419	49.008525	Good Shepherd School										AMENITY	OSM
1106951098	-85.64333740000001	49.005686600000004	Commerce Bank										AMENITY	OSM
245485172	-85.643299	49.004899800000004	Arby's										AMENITY	OSM
35332415	-85.6432333	49.006913600000004	Starbucks										AMENITY	OSM
282229459	-85.6429067	49.00889	Sunoco										AMENITY	OSM
282229418	-85.6423243	49.007947800000004	Friendly's										AMENITY	OSM
357311617	-85.6383651	49.011360700000004	Schaeffer School										AMENITY	OSM
357366664	-85.6340358	49.0064997	Camp Hill Junior Senior High School										AMENITY	OSM
357366647	-85.63311619999999	49.012580199999995	Mount Calvary Episcopal Church										AMENITY	OSM
357366653	-85.6301543	49.0114529	Camp Hill Presbyterian Church										AMENITY	OSM
357366677	-85.6284698	49.008930199999995	Camp Hill Post Office (historical)										AMENITY	OSM
194471571	-85.6283468	49.0087908	Cornerstone Coffee House										AMENITY	OSM
923494239	-85.6267246	49.008622	Mid Penn Bank										AMENITY	OSM
923494242	-85.6264499	49.008651900000004	West Shore Baptist Church										AMENITY	OSM
357366651	-85.6241775	49.0075887	Trinity Lutheran Church										AMENITY	OSM
357295138	-85.6238313	49.0113608	Lincoln School										AMENITY	OSM
622506194	-85.6146862	49.0104031	Dominos Pizza										AMENITY	OSM
622506193	-85.614298	49.0104988	CVS										AMENITY	OSM
622514643	-85.6135202	49.0118167	Rite-Aid										AMENITY	OSM
357290139	-85.59816539999998	49.0105507	Herman Avenue School										AMENITY	OSM
538127950	-85.5913866	49.010246699999996	Burger King										AMENITY	OSM
538127949	-85.5908898	49.010925099999994	Hess										AMENITY	OSM
429772565	-85.58728029999999	49.0084241	Bridge Street Coffeehouse										AMENITY	OSM
357307999	-85.5449783	49.004880199999995	Saint James Church										AMENITY	OSM
357287970	-85.5403399	49.0085257	Grace Church										AMENITY	OSM
357307212	-85.5288983	49.004880199999995	Saint Ann School										AMENITY	OSM
357314774	-85.52647699999999	49.007598099999996	Steelton Highspire School										AMENITY	OSM
357297695	-85.5225116	49.0053443	Midland Cemetery										AMENITY	OSM
357315753	-85.5133782	49.0084118	Swatara High School										AMENITY	OSM
357311143	-85.50972630000001	49.006095599999995	Salem Church										AMENITY	OSM
357301523	-85.509417	49.0073108	Neidig Church										AMENITY	OSM
793458279	-85.50206060000001	49.0108617	Bob Evan's										AMENITY	OSM
793458270	-85.4994809	49.0103362	Capitol Diner										AMENITY	OSM
793458313	-85.49927210000001	49.0071893	Gilligan's										AMENITY	OSM
793458303	-85.499044	49.009594699999994	McDonald's										AMENITY	OSM
793458309	-85.4983582	49.0092374	Dominos										AMENITY	OSM
956627772	-85.3948762	49.0058957	Turkey Hill										AMENITY	OSM
357281695	-85.26760300000001	49.0109592	Conewago Church Number 1										AMENITY	OSM
357360488	-86.32917900000001	48.90608769999999	Jackson School										AMENITY	OSM
357278414	-86.26733349999999	48.8967818	Bridgewater School										AMENITY	OSM
357301783	-86.170546	48.9052796	Newville Cemetery										AMENITY	OSM
357288403	-86.1130301	48.9008288	Green Hill School										AMENITY	OSM
357319932	-86.0685017	48.8988059	West Pennsboro School										AMENITY	OSM
357305925	-85.75494470000001	48.8963821	Rifes School										AMENITY	OSM
469833427	-85.7412392	48.9065084	West Shore Evangelical Free Church										AMENITY	OSM
367797088	-85.5060469	48.90515190000001	Norrisville Volunteer Fire Company										AMENITY	OSM
357285722	-85.48993449999999	48.8980028	Fetrow Cemetery										AMENITY	OSM
357297817	-85.4590117	48.9040725	Miller Cemetery										AMENITY	OSM
357370307	-85.40087720000001	48.9036684	Middletown Area Bible Church										AMENITY	OSM
357299674	-85.3105838	48.8931493	Mount Ober Cemetery										AMENITY	OSM
357363809	-85.2917213	48.8955769	Elizabethtown State Hospital										AMENITY	OSM
924576551	-85.28630310000001	48.892745999999995	St. Peter's Roman Catholic Church										AMENITY	OSM
357365870	-85.28362220000001	48.8929577	Mill Road Elementary School										AMENITY	OSM
924558725	-85.28230369999999	48.893884400000005	MoviE-town										AMENITY	OSM
357299343	-85.27698	48.8980137	Mount Calvary Church										AMENITY	OSM
357297977	-85.1998819	48.9040753	Milton Grove Cemetery										AMENITY	OSM
357321212	-86.3171192	48.9129674	Zion Church										AMENITY	OSM
357321208	-86.16219699999999	48.9105404	Zion Church										AMENITY	OSM
357293314	-86.1560125	48.9105404	John Graham Memorial Cemetery										AMENITY	OSM
357277854	-86.1420974	48.914992000000005	Bluehill School										AMENITY	OSM
255000400	-85.8507898	48.9111725	Appalachian Trail Parking										AMENITY	OSM
357278448	-85.82915949999999	48.910543600000004	Brindle School										AMENITY	OSM
357287382	-85.78432140000001	48.911353600000005	Givler School										AMENITY	OSM
357294477	-85.65258960000001	48.9105456	Lantz Cemetery										AMENITY	OSM
357300821	-85.5919806	48.909736699999996	Mount Zion School										AMENITY	OSM
357382796	-85.5155493	48.9108118	Fishing Creek Salem United Methodist Church										AMENITY	OSM
357285867	-85.4769471	48.9149984	Fisher Cemetery										AMENITY	OSM
357369341	-85.45282710000001	48.909333200000006	Goldsboro Cemeteries										AMENITY	OSM
357287240	-85.3867482	48.9099553	Geyers United Methodist Church										AMENITY	OSM
357370311	-85.3272868	48.908531100000005	Church of Christ										AMENITY	OSM
367797346	-85.317113	48.9116266	Community Fire Company Station 18										AMENITY	OSM
924475630	-85.26924380000001	48.910670700000004	T.J. Rockwell's										AMENITY	OSM
357302631	-85.2502854	48.9129774	Oberholtzer Cemetery										AMENITY	OSM
357365682	-85.22338300000001	48.9109542	Fairview Elementary School										AMENITY	OSM
357291708	-86.3922615	48.88261980000001	Hopewell Church										AMENITY	OSM
367966388	-85.84400269999999	48.8789838	Allenberry Playhouse										AMENITY	OSM
357360735	-85.8093691	48.8822208	Bell School										AMENITY	OSM
357296309	-85.7824661	48.878580199999995	Maple Grove School										AMENITY	OSM
357276949	-85.64145740000001	48.8785818	Bethel Church										AMENITY	OSM
367964094	-85.5132951	48.881716600000004	The Red Land Community Library										AMENITY	OSM
357321197	-85.4378436	48.8818085	Zion Church										AMENITY	OSM
357367737	-85.4376734	48.8816174	Etters Post Office										AMENITY	OSM
357370326	-85.3347031	48.8810116	Cedar Hill Community Church										AMENITY	OSM
277592213	-85.27811990000001	48.8816483	Flavers Food & Spirits										AMENITY	OSM
2104347450	-85.2771421	48.880168399999995	Folklore Coffee										AMENITY	OSM
2103983701	-85.2765942	48.878579800000004	Subway										AMENITY	OSM
2104788917	-85.2765678	48.8800768	P&J Pizza										AMENITY	OSM
2103983636	-85.27654279999999	48.878497800000005	E Yuan										AMENITY	OSM
2039151659	-85.27493199999999	48.8777438	St. Peter's Catholic Church										AMENITY	OSM
2018409485	-85.2612054	48.8780218	Alumni Pool										AMENITY	OSM
357311541	-85.996143	48.887072800000006	Savannah School										AMENITY	OSM
2375304428	-85.86685619999999	48.8860834	Boiling Springs Family Medicine										AMENITY	OSM
2375304429	-85.8666888	48.886165	Casey Williams, DMD										AMENITY	OSM
357300683	-85.8217382	48.890312	Mount Zion Cemetery										AMENITY	OSM
357310167	-85.27571470000001	48.8894768	Saint Pauls Church										AMENITY	OSM
367961756	-85.2712865	48.886086	Elizabethtown Fire Company										AMENITY	OSM
357366134	-85.2570881	48.891126799999995	East High Street Elementary School										AMENITY	OSM
357283961	-85.2567789	48.8907222	East High State School										AMENITY	OSM
357319834	-85.215343	48.8874859	West Greentree Church										AMENITY	OSM
357330491	-86.4179273	48.86441610000001	Clay Hill School										AMENITY	OSM
357360484	-86.36906929999999	48.8721021	Clover Hill School										AMENITY	OSM
357363011	-86.3325806	48.863203399999996	Hopewell Newburg Elementary School										AMENITY	OSM
357289249	-86.33134369999999	48.8745296	Hanna Cemetery										AMENITY	OSM
357332587	-86.2493984	48.8729123	Green Spring Church (historical)										AMENITY	OSM
357302257	-86.1489003	48.876957999999995	Oak Flat School										AMENITY	OSM
357303252	-86.115504	48.8680588	Palmtown School										AMENITY	OSM
357315104	-86.0341778	48.8773631	Stone School										AMENITY	OSM
255000800	-85.8536941	48.874581299999996	Boiling Springs Recreation Parking										AMENITY	OSM
357278453	-85.8334889	48.8640169	Brindles School										AMENITY	OSM
1924438482	-85.7334085	48.864978799999996	Monaghan Presbyterian Church										AMENITY	OSM
357298718	-85.6139359	48.862806	Moores Church										AMENITY	OSM
357308198	-85.56476810000001	48.8636155	Saint Johns Cemetery										AMENITY	OSM
2415982630	-85.4368375	48.8763558	Antonio's Pizzeria										AMENITY	OSM
357314873	-85.36222369999999	48.8624037	Stevens Hill Church of the Brethren										AMENITY	OSM
357370331	-85.3006884	48.8745394	Newville Bible Church										AMENITY	OSM
2104324979	-85.27506710000002	48.8747447	Brothers Pizza-Elizabethtown										AMENITY	OSM
2039150737	-85.27398240000001	48.877457199999995	St. Peter's Catholic School										AMENITY	OSM
2039148912	-85.2711877	48.876322599999995	Elizabethtown Mennonite Church										AMENITY	OSM
2018316395	-85.2706623	48.8720848	Elizabethtown Borough Office										AMENITY	OSM
2018315633	-85.26813039999999	48.8678329	Sovereign Bank										AMENITY	OSM
357300520	-85.2663646	48.86644940000001	Mount Tunnel Cemetery										AMENITY	OSM
461329448	-85.26369439999999	48.8729324	Elizabethtown Church of the Brethren										AMENITY	OSM
357284454	-85.2629632	48.876562400000005	Elizabethtown College										AMENITY	OSM
2018412409	-85.26229810000001	48.8766245	High Library										AMENITY	OSM
2018314711	-85.2604747	48.862983899999996	Giant Fuel										AMENITY	OSM
2018314793	-85.25981789999999	48.8639155	Union Community Bank										AMENITY	OSM
924513539	-85.2589365	48.86217559999999	McDonald's										AMENITY	OSM
924558711	-85.2571716	48.8623422	Taco Bell										AMENITY	OSM
2018309488	-85.256223	48.8624345	CVS Pharmacy										AMENITY	OSM
2018309086	-85.2537626	48.8625898	Kmart										AMENITY	OSM
2039142643	-85.2272842	48.8628446	Trop Gun Shop										AMENITY	OSM
172339697	-85.6345508	49.149193499999996	Marysville Diner										AMENITY	OSM
205496064	-85.63031039999998	49.1495516	Riverside Pub										AMENITY	OSM
972542201	-85.5216962	49.1484184	Arooga's										AMENITY	OSM
357331924	-85.35078320000001	49.1455391	Sand Beach Mission										AMENITY	OSM
357277405	-86.1686907	48.851070899999996	Big Spring School										AMENITY	OSM
357285540	-85.9843925	48.8486454	Farmers Academy										AMENITY	OSM
1924424077	-85.7403208	48.8482848	First Korean Church in PCA										AMENITY	OSM
1924397939	-85.7385957	48.8463341	Rite Aid Pharmacy										AMENITY	OSM
1672134695	-85.7384772	48.8506628	Arby's										AMENITY	OSM
1924424076	-85.7383457	48.8486265	Giant Gas										AMENITY	OSM
444151472	-85.73819060000001	48.851219900000004	Rutter's										AMENITY	OSM
1924397916	-85.7380105	48.847086600000004	Giant Pharmacy										AMENITY	OSM
1924424075	-85.73801800000001	48.848951500000005	Fulton Bank										AMENITY	OSM
