OBJECTID,UID,LONGITUDE,LATITUDE,FACNAME,FACTYPE,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,AREACODE,PHONE,CONTACT,TITLE,FIPS,NAME,TYPE,METHOD,PERMIT_NO_
534,FS080044,-83.85885900,34.35814700,Gainesville Fire Department Station 03,12.00000000,3335 Nancy Creek Rd,,Gainesville,Georgia,30501,770.00000000,534-3612,,,13139,Hall,Fire Station,GPS,
535,FS080075,-83.89699800,34.37674400,Hall County Fire and EMS Station 03,12.00000000,4104 Short Rd,,Gainesville,Georgia,30506,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
536,FS080074,-83.80453900,34.44587900,Hall County Fire and EMS Station 02,12.00000000,5872 Brookton-Lula Rd,,Clermont,Georgia,30527,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
537,FS080078,-83.69482300,34.39877800,Hall County Fire and EMS Station 06,12.00000000,6170 Lula Rd,,Lula,Georgia,30554,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
538,FS080076,-83.88330200,34.27434500,Hall County Fire and EMS Station 04,12.00000000,2940 McEver Rd,,Gainesville,Georgia,30504,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
539,FS080077,-83.89081300,34.19476800,Hall County Fire and EMS Station 05,12.00000000,4245 Atlanta Hwy,,Flowery Branch,Georgia,30542,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
540,FS080080,-83.95222900,34.16878400,Hall County Fire and Rescue Station 08,12.00000000,6175 Gaines Ferry Rd,,Flowery Branch,Georgia,30542,770.00000000,531-6838,,,13139,Hall,Fire Station,GPS,
541,FS080129,-83.72548300,34.85050500,Towns County Volunteer Fire Department Station 05,12.00000000,Hwy 75,,Hiawassee,Georgia,30546,706.00000000,379-3807,,,13281,Towns,Fire Station,GPS,
542,FS080128,-83.64370300,34.92746400,Towns County Volunteer Fire Department Station 04,12.00000000,Hwy 76,,Hiawassee,Georgia,30546,706.00000000,379-3807,,,13281,Towns,Fire Station,GPS,
543,FS080127,-83.76685700,34.88728400,Towns County Volunteer Fire Department Station 03,12.00000000,569 Bald Mtn Park Rd,,Hiawassee,Georgia,30546,706.00000000,379-3807,,,13281,Towns,Fire Station,GPS,
544,FS080125,-83.75988300,34.95349400,Towns County Volunteer Fire Department Station 01,12.00000000,Sim Circle,,Hiawassee,Georgia,30546,706.00000000,379-3807,,,13281,Towns,Fire Station,GPS,
545,FS080126,-83.85082500,34.92650900,Towns County Volunteer Fire Department Station 02,12.00000000,Hwy 76,,Young Harris,Georgia,30582,706.00000000,379-3807,,,13281,Towns,Fire Station,GPS,
546,FS080108,-83.56568000,34.39450000,North Banks Fire Department Station 02,12.00000000,3433 Yonah Homer Rd,,Alto,Georgia,30554,706.00000000,776-1915,,,13011,Banks,Fire Station,GPS,
547,FS080096,-83.49879000,34.33378700,Homer Fire Department,12.00000000,112 Athens St,,Homer,Georgia,30547,706.00000000,677-3126,,,13011,Banks,Fire Station,GPS,
548,FS080105,-83.40348500,34.37230500,Nails Creek Volunteer Fire Department,12.00000000,3232 Hwy 63,,Carnesville,Georgia,30521,706.00000000,677-3910,,,13011,Banks,Fire Station,GPS,
549,FS080064,-83.44043700,34.42250000,Grady Fire Department,12.00000000,2348 Damascus Rd,,Baldwin,Georgia,30511,706.00000000,677-4626,,,13011,Banks,Fire Station,GPS,
550,FS080107,-83.51121400,34.41817300,North Banks Fire Department Station 01,12.00000000,4173 US Hwy 441 N,,Alto,Georgia,30510,706.00000000,776-1915,,,13011,Banks,Fire Station,GPS,
551,FS080121,-83.39866600,34.46109700,Tates Creek Fire Department,12.00000000,4570 hwy 105,,Baldwin,Georgia,30511,706.00000000,677-3303,,,13011,Banks,Fire Station,GPS,
552,FS080012,-83.52611100,34.51044300,Cornelia Fire Department Station 2,12.00000000,156 Fouracres St,Post Office Box 217,Cornelia,Georgia,30531,706.00000000,778-4424,,,13137,Habersham,Fire Station,GPS,
553,FS080001,-83.53821100,34.49202900,Baldwin Fire Department Station 5,12.00000000,130 Airport Rd,,Baldwin,Georgia,30511,706.00000000,778-8711,,,13137,Habersham,Fire Station,GPS,
554,FS080109,-83.62213300,34.41910900,North Banks Fire Department Station 03,12.00000000,125 Barrett Rd,,Alto,Georgia,30510,706.00000000,776-1915,,,13011,Banks,Fire Station,GPS,
555,FS080104,-83.55965900,34.34101200,Mt Carmal Fire Department,12.00000000,1877 Hwy 51 S,,Homer,Georgia,30547,706.00000000,677-3863,,,13011,Banks,Fire Station,GPS,
556,FS080103,-83.56248400,34.25379000,Maysville Area Volunteer Fire Department,12.00000000,Hwy 52,,Maysville,Georgia,30558,706.00000000,652-2050,,,13011,Banks,Fire Station,GPS,
557,FS080002,-83.45791700,34.24389200,Banks County Fire Services Station 11,12.00000000,40091 Hwy 441 S,,Commerce,Georgia,30529,706.00000000,667-4272,,,13011,Banks,Fire Station,GPS,
558,FS080070,-83.45123100,34.58042800,Habersham County Fire Department Station 14,12.00000000,6400 Camp Creek Rd,,Not Available,Georgia,30523,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
559,FS080131,-83.94449300,34.87136400,Union County Fire Department Station 01,12.00000000,771 Shoe Factory Rd,,Blairsville,Georgia,30512,706.00000000,745-4812,,,13291,Union,Fire Station,GPS,
560,FS080134,-84.05427900,34.96435300,Union County Fire Department Station 04,12.00000000,Moccasin Rd,,Blairsville,Georgia,30512,706.00000000,745-4812,,,13291,Union,Fire Station,GPS,
561,FS080132,-84.09036800,34.84182800,Union County Fire Department Station 02,12.00000000,Jones Creek Rd S,,Blairsville,Georgia,30512,706.00000000,745-4812,,,13291,Union,Fire Station,GPS,
562,FS080133,-83.90384400,34.82123900,Union County Fire Department Station 03,12.00000000,Waldroup Rd,,Blairsville,Georgia,30512,706.00000000,745-6843,,,13291,Union,Fire Station,GPS,
563,FS080071,-83.59306600,34.51013700,Habersham County Fire Department Station 12,12.00000000,2975 Duncan Bridge Rd,,Cornelia,Georgia,30531,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
564,FS080023,-83.54121100,34.57070300,Demorest Volunteer Fire Department,12.00000000,125 Ivy St,,Demorest,Georgia,30535,706.00000000,778-4344,,,13137,Habersham,Fire Station,GPS,
565,FS082001,-83.56312700,34.59731200,Habersham Co Fire Dept Station 13,12.00000000,2665 Habersham Mill Rd,,Clarkesville,Georgia,30523,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
566,FS080069,-83.52537200,34.61700300,Habersham County Fire Department,12.00000000,555 Monroe St Unit 84,,Clarkesville,Georgia,30523,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
567,FS080010,-83.52433300,34.61591700,Clarkesville Fire Department Station 3,12.00000000,183 Adams St,,Clarkesville,Georgia,30523,706.00000000,754-2024,,,13137,Habersham,Fire Station,GPS,
568,FS080067,-83.45333500,34.64680000,Habersham County Fire Department Deep Creek Station,12.00000000,"Rt 2, Box 2364",,Clarkesville,Georgia,30523,706.00000000,754-5449,,,13137,Habersham,Fire Station,GPS,
569,FS080068,-83.52073000,34.69975600,Habersham County Fire Department Station 15,12.00000000,6579 New Liberty Rd,,Clarkesville,Georgia,30523,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
570,FS082002,-83.59764400,34.44818300,GA Dept of Corrections Fire Station 1,12.00000000,Lee Arrondale Prison/Hwy.123 PO Box 709,"Alto, GA  30501",Alto,Georgia,30510,706.00000000,776-4700,,,13137,Habersham,Fire Station,GPS,
571,FS080082,-83.61413700,34.60441300,Habersham County Fire Department Fairfield District,12.00000000,"Rt 1, Box 1672",,Demorest,Georgia,30535,706.00000000,754-2822,,,13137,Habersham,Fire Station,GPS,
572,FS080066,-83.61175600,34.74830500,Habersham County Fire Department Batesville Station,12.00000000,"Rt 1, Box 1817",,Clarkesville,Georgia,30523,706.00000000,778-9500,,,13137,Habersham,Fire Station,GPS,
573,FS080145,-83.67530900,34.68619000,White County Fire Department Station 03,12.00000000,161 Hwy 255 North,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
574,FS080143,-83.73049000,34.70173000,White County Fire Department Station 08,12.00000000,25 Chattahoochee St,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
575,FS080139,-83.69056500,34.73713500,White County Fire Department Station 07,12.00000000,4149 Hwy 356,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
576,FS080146,-83.81458200,34.53533900,White County Fire Department Station 05,12.00000000,380 Shoal Creek Church Rd,,Cleveland,Georgia,30528,706.00000000,865-2235,,,13311,White,Fire Station,GPS,
577,FS080144,-83.73399100,34.54168700,White County Fire Department Station 04,12.00000000,1650 Westmoreland Rd,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
578,FS080140,-83.76304600,34.59535200,White County Fire Department Station 01,12.00000000,85 S Main St,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
579,FS080142,-83.75451300,34.61707300,White County Fire Investigators,12.00000000,1241 Helen Hwy,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
580,FS080141,-83.75451300,34.61707900,White County Fire Department,12.00000000,1241 Helen Hwy,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
581,FS080147,-83.84581300,34.65276600,White County Fire Department Station 06,12.00000000,6449 hwy 129 N,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
582,FS080148,-83.66527100,34.58093300,White County Fire Department White Creek Station,12.00000000,7494 Duncan Bridge Rd,,Cleveland,Georgia,30528,706.00000000,865-3855,,,13311,White,Fire Station,GPS,
583,FS080119,-83.39577600,34.73677300,Tallulah Falls Fire Department,12.00000000,Main St,,Tallulah Falls,Georgia,30573,706.00000000,754-6040,,,13241,Rabun,Fire Station,GPS,
584,FS080097,-83.41687600,34.78421100,Lakemont Wiley Volunteer Fire Department,12.00000000,Old 441 S,,Lakemont,Georgia,30552,706.00000000,782-3684,,,13241,Rabun,Fire Station,GPS,
585,FS080122,-83.43250100,34.85036300,Tiger Volunteer Fire Department,12.00000000,441 S Tiger Rd,,Tiger,Georgia,30576,706.00000000,782-2336,,,13241,Rabun,Fire Station,GPS,
586,FS080120,-83.51831100,34.86773400,Tallulah Persimmon Volunteer Fire Department,12.00000000,Persimmon Rd,,Clayton,Georgia,30525,706.00000000,782-2378,,,13241,Rabun,Fire Station,GPS,
587,FS080099,-83.58768400,34.82800500,Lakes Fire Department 02,12.00000000,Hwy 197,,Lakemont,Georgia,30552,706.00000000,782-3334,,,13241,Rabun,Fire Station,GPS,
588,FS080098,-83.53408100,34.79496700,Lakes Fire and Rescue,12.00000000,Buford Dam Rd,,Lakemont,Georgia,30552,706.00000000,782-5807,,,13241,Rabun,Fire Station,GPS,
589,FS080011,-83.39949500,34.88283800,Clayton Volunteer Fire Department,12.00000000,441 N Main,,Clayton,Georgia,30525,706.00000000,782-3334,,,13241,Rabun,Fire Station,GPS,
590,FS080137,-83.26712300,34.90298400,Warwoman Volunteer Fire Department,12.00000000,Hwy 76 E,,Clayton,Georgia,30525,706.00000000,782-3403,,,13241,Rabun,Fire Station,GPS,
591,FS080116,-83.18372500,34.96316300,Satolah Volunteer Fire Department,12.00000000,Hwy 28,,Clayton,Georgia,30525,706.00000000,782-5682,,,13241,Rabun,Fire Station,GPS,
592,FS080008,-83.35648000,34.84682200,Chechero Volunteer Fire Department,12.00000000,Hwy 76 E,,Clayton,Georgia,30525,706.00000000,782-7268,,,13241,Rabun,Fire Station,GPS,
593,FS080136,-83.38748700,34.97076000,Valley Volunteer Fire Department,12.00000000,"Box 272, Bettys Creek Rd",,Dillard,Georgia,30537,706.00000000,746-2646,,,13241,Rabun,Fire Station,GPS,
594,FS080091,-83.07186700,34.24627000,Hart County Fire Department Station 08,12.00000000,1293 Joe Fenny Rd,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
595,FS080087,-83.04654900,34.29082600,Hart County Fire Department Station 03,12.00000000,Gold Mine-Holly Springs Rd,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
596,FS080083,-82.94725300,34.27723800,Hart County Station 07,12.00000000,310 Church Rd,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
597,FS080088,-82.86894400,34.28197700,Hart County Fire Department Station 06,12.00000000,Cokesbury Hwy,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
598,FS080092,-82.93062800,34.35204700,Hartwell Fire Department,12.00000000,500 E Howell,,Hartwell,Georgia,30643,706.00000000,376-4756,,,13147,Hart,Fire Station,GPS,
599,FS080085,-82.93267400,34.35507500,Hart County Fire Department Station 01,12.00000000,Carolina St,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
600,FS080086,-82.93608300,34.36488200,Hart County Fire Department,12.00000000,Post Office Box 445,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
601,FS080089,-82.92254900,34.44375100,Hart County Fire Department Station 02,12.00000000,Reed Creek Shoal Rd,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
602,FS080090,-83.03496000,34.44001300,Hart County Fire Department Station 04,12.00000000,2175 Providence Church Rd,,Hartwell,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
603,FS080004,-83.33101800,34.29265400,Bold Springs Fire Department,12.00000000,40 Bold Springs Church Rd,,Carnesville,Georgia,30521,706.00000000,335-2556,,,13119,Franklin,Fire Station,GPS,
604,FS080115,-83.22388100,34.28429800,Sandy Cross Volunteer Fire Department,12.00000000,Hwy 174,,Royston,Georgia,30662,706.00000000,245-8788,,,13119,Franklin,Fire Station,GPS,
605,FS080040,-83.14642200,34.28411800,Franklin Springs Volunteer Fire Department,12.00000000,2135 East Main St,,Franklin Spring,Georgia,30639,706.00000000,245-6957,,,13119,Franklin,Fire Station,GPS,
606,FS080114,-83.10896300,34.28600100,Royston Fire Department,12.00000000,Bowers St,,Royston,Georgia,30639,706.00000000,245-7232,,,13119,Franklin,Fire Station,GPS,
607,FS080005,-83.10849100,34.34765000,Canon Volunteer Fire Department,12.00000000,199 Depot St,,Canon,Georgia,30520,706.00000000,245-6384,,,13119,Franklin,Fire Station,GPS,
608,FS080084,-83.07370400,34.36222900,Hart County Fire Department Station 05,12.00000000,E Main St,,Bowersville,Georgia,30643,706.00000000,245-9354,,,13147,Hart,Fire Station,GPS,
609,FS080026,-83.15248600,34.36607600,Five Area Fire Department,12.00000000,"4010 New Franklin Church Rd, Rt 2",,Canon,Georgia,30520,706.00000000,356-8683,,,13119,Franklin,Fire Station,GPS,
610,FS080100,-83.10661600,34.42834400,Lavonia Fire Department,12.00000000,Hwy 17,,Lavonia,Georgia,30553,706.00000000,356-4848,,,13119,Franklin,Fire Station,GPS,
611,FS080102,-83.18441600,34.48355900,Martin Fire Department,12.00000000,Hwy 17,,Martin,Georgia,30557,706.00000000,779-2187,,,13257,Stephens,Fire Station,GPS,
612,FS080007,-83.23988800,34.36805800,Carnesville Fire Department,12.00000000,Hwy 59,,Carnesville,Georgia,30512,706.00000000,384-3905,,,13119,Franklin,Fire Station,GPS,
613,FS080065,-83.10959200,34.50606600,Gumlog Volunteer Fire Department Inc,12.00000000,4434 Gumlog Rd,,Lavonia,Georgia,30553,706.00000000,356-4228,,,13119,Franklin,Fire Station,GPS,
614,FS080101,-83.15897500,34.46420400,Line Volunteer Fire Department,12.00000000,545 Pleasant Hill Circle,,Lavonia,Georgia,30553,706.00000000,356-4966,,,13119,Franklin,Fire Station,GPS,
615,FS080112,-83.24029700,34.42435300,Red Hill Volunteer Fire Department,12.00000000,Hwy 106,,Carnesville,Georgia,30521,706.00000000,384-4877,,,13119,Franklin,Fire Station,GPS,
616,FS080024,-83.34722800,34.38854600,Double Churches Volunteer Fire Department,12.00000000,"Dykes Dalrymple, Rt 3, Box 3471",,Carnesville,Georgia,30521,706.00000000,384-4276,,,13119,Franklin,Fire Station,GPS,
617,FS080006,-83.32218600,34.55377000,Carnes Creek Volunteer Fire Department,12.00000000,Hwy 145,,Toccoa,Georgia,30577,706.00000000,886-9904,,,13257,Stephens,Fire Station,GPS,
618,FS080123,-83.33341500,34.57926800,Toccoa Fire Department,12.00000000,302 W Doyle St,,Toccoa,Georgia,30577,706.00000000,886-8456,,,13257,Stephens,Fire Station,GPS,
619,FS080003,-83.19975400,34.55539000,Big Smith Volunteer Fire Department,12.00000000,Brook Haven Circle,,Toccoa,Georgia,30577,706.00000000,779-3698,,,13257,Stephens,Fire Station,GPS,
620,FS080025,-83.25275400,34.52871300,Eastanollee Volunteer Fire Department,12.00000000,Eastanollee By-Pass,,Eastanollee,Georgia,30538,706.00000000,779-3667,,,13257,Stephens,Fire Station,GPS,
621,FS080117,-83.30506300,34.60713900,Shiloh Volunteer Fire Department,12.00000000,Prather Bridge Rd,,Toccoa,Georgia,30577,706.00000000,886-9491,,,13257,Stephens,Fire Station,GPS,
622,FS080106,-83.33803900,34.47445400,New Hope Fire Department,12.00000000,Hwy 106,,Toccoa,Georgia,30577,706.00000000,886-9491,,,13257,Stephens,Fire Station,GPS,
623,FS080124,-83.75256800,34.94536100,Towns County Fire Department and EMS,12.00000000,N Main St,,Hiawassee,Georgia,30546,706.00000000,379-1278,,,13281,Towns,Fire Station,GPS,
624,FS080072,-83.79002800,34.31441900,Hall County Fire and EMS,12.00000000,731 E Crescent Dr,,Gainesville,Georgia,30501,770.00000000,531-6836,,,13139,Hall,Fire Station,GPS,
625,FS080017,-83.41416300,34.27922100,Davis Academy Volunteer Fire Department,12.00000000,245 Sims Bridge Rd,"Rt 3, Box 430",Commerce,Georgia,30529,706.00000000,335-6445,,,13011,Banks,Fire Station,GPS,
626,FS080135,-84.02363800,34.69323500,Union County Fire Department Station 05,12.00000000,St Hwy 60,,Blairsville,Georgia,30512,706.00000000,747-5741,,,13291,Union,Fire Station,GPS,
627,CJ080011,-83.86721200,34.90909900,Towns County Jail / Union,9.00000000,2305 Trackrock Gap Rd,,Blairsville,Georgia,30512,706.00000000,379-3799,Rudy Roach,,13281,Towns,County Jail,GPS,
628,CJ080005,-83.52765700,34.61543200,Habersham County Jail,9.00000000,555 Monroe St,,Clarkesville,Georgia,30523,706.00000000,754-6266,Harrison Nix,,13137,Habersham,County Jail,GPS,
629,CJ080013,-83.75558400,34.61705100,White County Jail,9.00000000,1210 Hulsey Rd,,Cleveland,Georgia,30528,706.00000000,865-5177,Neal Walden,,13311,White,County Jail,GPS,
630,CJ080007,-82.93266400,34.35508500,Hart County Jail,9.00000000,155 Carolina St,,Hartwell,Georgia,30643,706.00000000,376-3114,Robert Cordell,,13147,Hart,County Jail,GPS,
631,CJ080010,-83.31720400,34.59793300,Stephens County Jail,9.00000000,Scenic Dr,,Toccoa,Georgia,30577,706.00000000,886-2935,Don Shirley,,13257,Stephens,County Jail,GPS,
632,CJ080009,-83.40251500,34.87902700,Rabun County Jail,9.00000000,W Savannah St,,Clayton,Georgia,30525,706.00000000,782-4480,Donald Page,,13241,Rabun,County Jail,GPS,
633,CJ080006,-83.82475400,34.29518700,Hall County Jail,9.00000000,622 Main St,,Gainesville,Georgia,30501,770.00000000,531-6904,Robert Vass,,13139,Hall,County Jail,GPS,
634,CJ080001,-83.49758200,34.33536100,Banks County Jail,9.00000000,226 Candler St,,Homer,Georgia,30547,706.00000000,677-2248,Johnny Venable,,13011,Banks,County Jail,GPS,
635,CJ080004,-83.24210800,34.36762400,Franklin County Jail,9.00000000,1 James Little Rd,,Carnesville,Georgia,30521,706.00000000,384-7111,Hugh Roach,,13119,Franklin,County Jail,GPS,
636,MJ080003,-83.82470600,34.29715700,Gainesville City Jail,7.00000000,118 Jessie Jewel Pkwy,,Gainesville,Georgia,30501,770.00000000,534-5252,,,13139,Hall,City Jail,GPS,
637,MJ080005,-83.73047200,34.70175600,Helen City Jail,7.00000000,Chattahoochee St,Post Office Box 126,Helen,Georgia,30545,706.00000000,878-2722,,,13311,White,City Jail,GPS,
638,MJ080004,-82.93060000,34.35205200,Hartwell City Jail,7.00000000,E Howell St,,Hartwell,Georgia,30643,706.00000000,376-4756,,,13147,Hart,City Jail,GPS,
639,MJ080002,-83.11029600,34.28453000,Royston City Jail,7.00000000,830 Church St,,Royston,Georgia,30647,706.00000000,245-6195,,,13119,Franklin,City Jail,GPS,
640,CH080008,-83.82689800,34.29879300,Hall County Courthouse,10.00000000,116 Spring St,,Gainesville,Georgia,30501,770.00000000,531-7025,,,13139,Hall,Courthouse,GPS,
641,CH080014,-83.75705400,34.94686600,Towns County Courthouse,10.00000000,48 River St,,Hiawassee,Georgia,30546,706.00000000,896-2130,,,13281,Towns,Courthouse,GPS,
642,CH080001,-83.49944700,34.33520800,Banks County Courthouse,10.00000000,144 Yonah Homer Rd,,Homer,Georgia,30547,706.00000000,677-2320,,,13011,Banks,Courthouse,GPS,
643,CH080015,-83.96052600,34.87827100,Union County Courthouse,10.00000000,114 Courthouse St,,Blairsville,Georgia,30512,706.00000000,745-2611,,,13291,Union,Courthouse,GPS,
644,CH080007,-83.52807000,34.61481800,Habersham County Courthouse,10.00000000,555 Monroe St,,Clarkesville,Georgia,30523,706.00000000,754-2923,,,13137,Habersham,Courthouse,GPS,
645,CH080016,-83.76311200,34.59626900,White County Courthouse,10.00000000,59 S Main St,,Cleveland,Georgia,30528,706.00000000,865-2613,,,13311,White,Courthouse,GPS,
646,CH080011,-83.40250900,34.87903200,Rabun County Courthouse,10.00000000,US 76 W,,Clayton,Georgia,30525,706.00000000,782-3615,,,13241,Rabun,Courthouse,GPS,
647,CH080009,-82.93234100,34.35259200,Hart County Courthouse,10.00000000,W Franklin St,,Hartwell,Georgia,30643,706.00000000,376-7189,,,13147,Hart,Courthouse,GPS,
648,CH080005,-83.23517000,34.36974400,Franklin County Courthouse,10.00000000,GA 59,,Carnesville,Georgia,30521,706.00000000,384-2514,,,13119,Franklin,Courthouse,GPS,
649,CH080006,-83.23457500,34.36954000,Franklin County Magistrate,10.00000000,185 Athens St,,Carnesville,Georgia,30521,706.00000000,384-4611,,,13119,Franklin,Courthouse,GPS,
650,CH080013,-83.33015700,34.58062500,Stephens County Magistrate,10.00000000,Tugalo St,,Toccoa,Georgia,30577,706.00000000,886-6205,,,13257,Stephens,Courthouse,GPS,
651,CH080012,-83.33008900,34.57992600,Stephens County Courthouse,10.00000000,150 W Doyle St,,Toccoa,Georgia,30577,706.00000000,886-3598,,,13257,Stephens,Courthouse,GPS,
652,GA0022462,-83.85594300,34.93922600,Young Harris WPCP,26.00000000,Murphy St,,Young Harris,Georgia,30582,706.00000000,379-3171,,,13281,Towns,Wastewater Treatment Plant,GPS,
653,GAU020157,-83.71279100,34.69639700,Helen (LAS),26.00000000,Edelweiss Strausse,,Helen,Georgia,30545,706.00000000,865-2235,,,13311,White,Wastewater Treatment Plant,GPS,
654,GA0036820,-83.79248500,34.61148900,Cleveland WPCP,26.00000000,179 Claude Sims Rd,,Cleveland,Georgia,30528,706.00000000,865-2017,,,13311,White,Wastewater Treatment Plant,GPS,
655,GA0033375,-83.96978500,34.87647400,Blairsville  WPCP,26.00000000,P.O. Box 307,,Blairsville,Georgia,30512,706.00000000,745-2000,,,13291,Union,Wastewater Treatment Plant,GPS,
656,GA0021156,-83.86837800,34.26879000,Gainesville Flat Creek WPCP,26.00000000,2641 Old Flowery Branch Rd,,Gainesville,Georgia,30503,770.00000000,535-6862,,,13139,Hall,Wastewater Treatment Plant,GPS,
657,GA0031933,-83.92921400,34.17926900,Flowery Branch WPCP,26.00000000,5572 Atlanta Hwy,,Flowery Branch,Georgia,30542,770.00000000,983-7568,,,13139,Hall,Wastewater Treatment Plant,GPS,
658,GA0024767,-83.67128800,34.39090700,Lula Pond,26.00000000,Cobb St,,Lula,Georgia,30554,770.00000000,869-3801,,,13139,Hall,Wastewater Treatment Plant,GPS,
659,GA0020923,-83.40782200,34.86102400,Clayton WPCP,26.00000000,Hwy 17,,Clayton,Georgia,30525,706.00000000,782-6156,,,13241,Rabun,Wastewater Treatment Plant,GPS,
660,GA0021806,-83.33490000,34.59680600,Toccoa-Toccoa Creek WPCP,26.00000000,Scenic Dr,,Toccoa,Georgia,30577,706.00000000,886-8451,,,13257,Stephens,Wastewater Treatment Plant,GPS,
661,GA0021814,-83.30232800,34.54361500,Toccoa-Eastanollee Creek WPCP,26.00000000,Rose Ln,,Toccoa,Georgia,30577,706.00000000,886-8451,,,13257,Stephens,Wastewater Treatment Plant,GPS,
662,GA0047589,-83.11747500,34.42274200,Lavonia WPCP,26.00000000,Allen Farm Rd,,Lavonia,Georgia,30553,706.00000000,245-6957,,,13119,Franklin,Wastewater Treatment Plant,GPS,
663,GA0020885,-82.92827100,34.33528200,Hartwell WPCP,26.00000000,Hodges Mill Rd,,Hartwell,Georgia,30643,706.00000000,376-4756,,,13147,Hart,Wastewater Treatment Plant,GPS,
664,GA0050172,-83.14780100,34.27829800,Franklin Springs Pond,26.00000000,Byron Jones St,,Franklin Springs,Georgia,30639,706.00000000,245-6957,,,13119,Franklin,Wastewater Treatment Plant,GPS,
665,GA0021491,-83.11440000,34.27699800,Royston WPCP,26.00000000,Wildcat Bridge Rd,,Royston,Georgia,30662,706.00000000,245-7232,,,13119,Franklin,Wastewater Treatment Plant,GPS,
666,GAU020065,-83.32101200,34.35202200,Franklin County (LAS),26.00000000,"County Road 214, Box 159",,Carnesville,Georgia,30521,706.00000000,384-3905,,,13119,Franklin,Wastewater Treatment Plant,GPS,
667,GA0021504,-83.55287900,34.52271100,Cornelia WPCP,26.00000000,Cleveland Rd,,Cornelia,Georgia,30531,706.00000000,778-8585,,,13137,Habersham,Wastewater Treatment Plant,GPS,
668,GA0032506,-83.54817500,34.57543600,Demorest WPCP,26.00000000,708 Ivey St,,Demorest,Georgia,30535,706.00000000,778-4202,,,13137,Habersham,Wastewater Treatment Plant,GPS,
669,GA0032514,-83.53478200,34.61187500,Clarkesville WPCP,26.00000000,Monroe St,,Clarkesville,Georgia,30523,706.00000000,754-4216,,,13137,Habersham,Wastewater Treatment Plant,GPS,
670,GA0033243,-83.56855500,34.50587800,Baldwin WPCP,26.00000000,200 Kudzu Hill Dr,,Baldwin,Georgia,30511,706.00000000,778-6341,,,13137,Habersham,Wastewater Treatment Plant,GPS,
671,GA0050181,-83.76490100,34.96057700,Hiawassee WPCP,26.00000000,Tater Ridge Rd,,Hiawassee,Georgia,30546,706.00000000,896-2203,,,13281,Towns,Wastewater Treatment Plant,GPS,
672,WT080036,-83.74643300,34.93839100,Towns County Water Authority,27.00000000,654 Rowe Canup Ln,Post Office Box 8,Young Harris,Georgia,30582-0008,706.00000000,896-4372,Marylou Robinson,,13281,Towns,Water System,GPS,
673,WT080035,-83.84913600,34.92994300,City of Young Harris,27.00000000,US 76,Post Office Box 122,Young Harris,Georgia,30582-0122,706.00000000,379-3171,Carless Sampson,,13281,Towns,Water System,GPS,
674,WT080021,-83.92921600,34.17925900,City of Flowery Branch,27.00000000,5572 Atlanta Hwy,Post Office Box 757,Flowery Branch,Georgia,30542-0757,770.00000000,967-6371,Eugene Green,,13139,Hall,Water System,GPS,
675,WT080024,-83.90996400,34.41283700,Hall County Recreation and Parks Department,27.00000000,Bark Camp Rd,SERVES PARK ONLY,Gainesville,Georgia,30503,770.00000000,535-8280,Robert Gentile,,13139,Hall,Water System,GPS,
